188	1004866	291
189	1005157	280
190	1005437	291
191	1005728	304
192	1006032	290
193	1006322	308
194	1006630	90
195	1006720	90
196	1006810	253
197	1007063	253
198	1007316	283
199	1007599	242
200	1007841	307
201	1008148	235
202	1008383	244
203	1008627	226
204	1008853	233
205	1009086	247
206	1009333	259
207	1009592	220
208	1009812	220
209	1010032	277
210	1010309	241
211	1010550	203
212	1010753	241
213	1010994	238
214	1011232	268
215	1011500	271
216	1011771	4811
217	1016582	8197
218	1024779	10039
219	1034818	1304
220	1036122	7511
221	1043633	16477
222	1060110	6771
223	1066881	8756
224	1075637	5359
225	1080996	2689
226	1083685	1433
227	1085118	3831
228	1088949	3722
229	1092671	1500
230	1094171	9737
231	1103908	12153
232	1116061	8348
233	1124409	3526
234	1127935	4873
235	1132808	2091
236	1134899	2836
237	1137735	3184
238	1140919	24379
239	1165298	2013
240	1167311	2947
241	1170258	1153
242	1171411	2170
243	1173581	17666
244	1191247	14928
245	1206175	3836
246	1210011	11147
247	1221158	12666
248	1233824	1201
249	1235025	5648
250	1240673	4151
251	1244824	5182
252	1250006	18817
253	1268823	5521
254	1274344	5422
255	1279766	17798
256	1297564	211
257	1297775	216
258	1297991	208
259	1298199	221
260	1298420	235
261	1298655	233
262	1298888	213
263	1299101	235
264	1299336	221
265	1299557	227
266	1299784	4463
267	1304247	11832
268	1316079	13905
269	1329984	3584
270	1333568	1707
271	1335275	610
272	1335885	13925
273	1349810	13450
274	1363260	7538
275	1370798	29570
276	1400368	11129
277	1411497	3373
278	1414870	7828
279	1422698	5370
280	1428068	11547
281	1439615	5221
282	1444836	16196
283	1461032	8039
284	1469071	11435
285	1480506	19992
286	1500498	9239
287	1509737	18433
288	1528170	2258
289	1530428	13022
290	1543450	10751
291	1554201	6981
292	1561182	24114
293	1585296	24087
294	1609383	7381
295	1616764	12595
296	1629359	6378
297	1635737	9972
298	1645709	7905
299	1653614	4344
300	1657958	6784
301	1664742	6238
302	1670980	3198
303	1674178	2555
304	1676733	1586
305	1678319	4020
306	1682339	3260
307	1685599	3848
308	1689447	2989
309	1692436	28746
310	1721182	7252
311	1728434	6270
312	1734704	1765
313	1736469	1800
314	1738269	1544
315	1739813	1225
316	1741038	16357
317	1757395	5335
318	1762730	2311
319	1765041	4284
320	1769325	8604
321	1777929	12567
322	1790496	3007
323	1793503	9141
324	1802644	4458
325	1807102	12617
326	1819719	10190
327	1829909	5420
328	1835329	1959
329	1837288	6974
330	1844262	6441
331	1850703	3945
332	1854648	7844
333	1862492	14085
334	1876577	4552
335	1881129	5640
336	1886769	2125
337	1888894	4168
338	1893062	3897
339	1896959	2859
340	1899818	3130
341	1902948	9388
342	1912336	4569
343	1916905	2885
344	1919790	2381
345	1922171	9637
346	1931808	4701
347	1936509	6062
348	1942571	7133
349	1949704	5267
350	1954971	3594
351	1958565	3731
352	1962296	17363
353	1979659	2397
354	1982056	4428
355	1986484	5855
356	1992339	2495
357	1994834	6475
358	2001309	3576
359	2004885	4918
360	2009803	16104
361	2025907	2573
362	2028480	3205
363	2031685	5185
364	2036870	8957
365	2045827	7047
366	2052874	8783
367	2061657	21618
368	2083275	17851
369	2101126	5381
370	2106507	5083
371	2111590	3956
372	2115546	7029
373	2122575	5860
374	2128435	2695
375	2131130	5040
376	2136170	10050
377	2146220	4490
378	2150710	4634
379	2155344	8057
380	2163401	5598
381	2168999	2398
382	2171397	4461
383	2175858	8179
384	2184037	3923
385	2187960	11533
386	2199493	8880
387	2208373	3941
388	2212314	1901
389	2214215	3984
390	2218199	4396
391	2222595	3485
392	2226080	5497
393	2231577	15794
394	2247371	31767
395	2279138	11796
396	2290934	2816
397	2293750	3535
398	2297285	2194
399	2299479	4108
400	2303587	3571
401	2307158	2482
402	2309640	9570
403	2319210	2622
404	2321832	2927
405	2324759	4144
406	2328903	3559
407	2332462	2897
408	2335359	13620
409	2348979	3387
410	2352366	978
411	2353344	3023
412	2356367	4320
413	2360687	3243
414	2363930	9880
415	2373810	7694
